32897	BORN_IN	35652
33523	BORN_IN	35652
33990	BORN_IN	35652
34504	BORN_IN	35652
33112	BORN_IN	35718
33897	BORN_IN	35718
35402	BORN_IN	35890
34359	BORN_IN	35890
34314	BORN_IN	35890
34133	BORN_IN	35890
34083	BORN_IN	35890
32813	BORN_IN	35916
33143	BORN_IN	35916
33543	BORN_IN	35916
33545	BORN_IN	35916
33761	BORN_IN	35916
35420	BORN_IN	35916
35481	BORN_IN	35945
35335	BORN_IN	35945
35278	BORN_IN	35945
35131	BORN_IN	35945
35096	BORN_IN	35945
35003	BORN_IN	35945
34817	BORN_IN	35945
34773	BORN_IN	35945
34766	BORN_IN	35945
34720	BORN_IN	35945
34587	BORN_IN	35945
34665	BORN_IN	35945
34574	BORN_IN	35945
34566	BORN_IN	35945
34492	BORN_IN	35945
34491	BORN_IN	35945
34510	BORN_IN	35945
34481	BORN_IN	35945
34421	BORN_IN	35945
34415	BORN_IN	35945
34231	BORN_IN	35945
34160	BORN_IN	35945
33775	BORN_IN	35945
33764	BORN_IN	35945
32418	BORN_IN	35945
30809	BORN_IN	35945
32431	BORN_IN	35945
32682	BORN_IN	35945
32699	BORN_IN	35945
32765	BORN_IN	35945
32811	BORN_IN	35945
32904	BORN_IN	35945
32919	BORN_IN	35945
33047	BORN_IN	35945
33117	BORN_IN	35945
33138	BORN_IN	35945
33081	BORN_IN	35945
33200	BORN_IN	35945
33218	BORN_IN	35945
33333	BORN_IN	35945
33294	BORN_IN	35945
33478	BORN_IN	35945
33517	BORN_IN	35945
33592	BORN_IN	35945
33612	BORN_IN	35945
33635	BORN_IN	35945
33653	BORN_IN	35945
33742	BORN_IN	35945
35324	BORN_IN	36132
33893	BORN_IN	36143
34730	BORN_IN	36143
34498	BORN_IN	36367
34647	BORN_IN	36367
35236	BORN_IN	36367
35260	BORN_IN	36367
35096	BORN_IN	36846
34175	BORN_IN	36847
33742	BORN_IN	36850
32699	BORN_IN	36851
32495	BORN_IN	36857
34504	BORN_IN	36859
35403	BORN_IN	36860
33584	BORN_IN	36860
34499	BORN_IN	36864
33897	BORN_IN	36866
32881	BORN_IN	36868
32432	BORN_IN	36869
33612	BORN_IN	36871
34160	BORN_IN	36872
35150	BORN_IN	36874
35176	BORN_IN	36876
34982	BORN_IN	36880
34304	BORN_IN	36886
33922	BORN_IN	36889
33095	BORN_IN	36890
33893	BORN_IN	36891
32675	BORN_IN	36894
35260	BORN_IN	36899
32573	BORN_IN	36909
34314	BORN_IN	36910
33565	BORN_IN	36914
35258	BORN_IN	36915
35171	BORN_IN	36915
33642	BORN_IN	36916
34359	BORN_IN	36918
34168	BORN_IN	36920
33100	BORN_IN	36927
35402	BORN_IN	36929
34083	BORN_IN	36929
33635	BORN_IN	36931
34770	BORN_IN	36932
33962	BORN_IN	36933
35236	BORN_IN	36935
34133	BORN_IN	36940
35003	BORN_IN	36941
34647	BORN_IN	36947
33510	BORN_IN	36949
33073	BORN_IN	36952
35195	BORN_IN	36955
34421	BORN_IN	36956
32919	BORN_IN	36958
33240	BORN_IN	36967
35131	BORN_IN	36968
32682	BORN_IN	36974
35400	BORN_IN	36975
35422	BORN_IN	36978
32986	BORN_IN	36979
34638	BORN_IN	36980
32418	BORN_IN	36982
32811	BORN_IN	36984
33519	BORN_IN	36985
34878	BORN_IN	36986
33768	BORN_IN	36993
32496	BORN_IN	36995
34523	BORN_IN	36997
34645	BORN_IN	36998
34063	BORN_IN	37012
33775	BORN_IN	37013
34629	BORN_IN	37016
33592	BORN_IN	37019
35245	BORN_IN	37022
33295	BORN_IN	37025
34498	BORN_IN	37037
